customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST07179,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.29,589.2,Yes
CUST07180,Male,0,No,Yes,29,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,89.05,2559.1,No
CUST07181,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.85,89.88,Yes
CUST07182,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),45.87,572.43,No
CUST07183,Male,0,Yes,No,10,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),53.56,512.17,No
CUST07184,Male,0,No,Yes,69,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,58.82,4055.77,No
CUST07185,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),50.9,146.96,No
CUST07186,Female,1,No,Yes,19,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),54.68,987.7,No
CUST07187,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),63.14,244.63,Yes
CUST07188,Male,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,82.03,1214.09,No
CUST07189,Female,0,Yes,No,16,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.44,814.51,No
CUST07190,Male,0,No,No,1,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.65,76.3,Yes
CUST07191,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),49.42,569.14,Yes
CUST07192,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.2,936.99,Yes
CUST07193,Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,68.69,479.24,Yes
CUST07194,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),55.01,317.98,No
CUST07195,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,84.03,418.65,No
CUST07196,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.08,72.76,Yes
CUST07197,Female,1,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,74.24,70.87,No
CUST07198,Male,0,No,No,17,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,56.88,926.84,No
CUST07199,Male,1,Yes,Yes,6,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),90.69,527.61,No
CUST07200,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),71.22,208.69,No
CUST07201,Female,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.89,2098.41,No
CUST07202,Male,1,Yes,No,15,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),41.06,587.63,No
CUST07203,Male,0,No,No,49,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),73.89,3572.79,No
CUST07204,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,80.27,2710.14,No
CUST07205,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.59,503.07,No
CUST07206,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.21,63.66,Yes
CUST07207,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,85.01,1705.36,Yes
CUST07208,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.91,446.78,No
CUST07209,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),87.95,2442.23,No
CUST07210,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,80.08,465.09,No
CUST07211,Male,1,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.54,401.17,No
CUST07212,Male,0,No,Yes,19,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,76.11,1441.74,Yes
CUST07213,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.06,684.68,Yes
CUST07214,Male,0,Yes,No,21,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,71.28,1451.31,No
CUST07215,Male,1,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.67,82.01,Yes
CUST07216,Female,0,Yes,Yes,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.35,951.09,Yes
CUST07217,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.77,1175.01,No
CUST07218,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,69.0,No
CUST07219,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),53.45,1758.81,No
CUST07220,Male,0,No,No,41,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,45.49,1832.74,No
CUST07221,Male,1,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.54,81.88,No
CUST07222,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,61.53,59.15,Yes
CUST07223,Female,0,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,53.2,921.89,No
CUST07224,Female,1,No,No,13,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.08,986.28,No
CUST07225,Female,0,No,Yes,11,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,62.68,659.16,Yes
CUST07226,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.57,551.91,No
CUST07227,Female,1,Yes,No,69,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.37,3861.33,No
CUST07228,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.39,216.83,No
CUST07229,Male,0,No,No,0,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.56,65.76,Yes
CUST07230,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,52.93,910.93,No
CUST07231,Female,0,No,Yes,21,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.43,1101.48,No
CUST07232,Female,0,Yes,No,35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38.65,1316.29,No
CUST07233,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,76.56,295.67,No
CUST07234,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),84.26,1145.22,No
CUST07235,Female,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,197.18,No
CUST07236,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),57.03,1195.56,No
CUST07237,Female,1,No,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,80.38,80.35,Yes
CUST07238,Male,0,No,Yes,43,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),41.91,1714.38,No
CUST07239,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.86,1102.09,No
CUST07240,Female,0,No,No,41,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,91.73,3748.72,No
CUST07241,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),93.26,742.5,No
CUST07242,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.76,1093.89,No
CUST07243,Male,1,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.08,5039.91,No
CUST07244,Male,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),71.3,3954.14,No
CUST07245,Female,0,No,No,57,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,86.54,4895.83,No
CUST07246,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.9,66.93,Yes
CUST07247,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.43,762.34,No
CUST07248,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.04,21.26,No
CUST07249,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,66.89,444.84,No
CUST07250,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.86,204.76,No
CUST07251,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,71.18,1311.79,No
CUST07252,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,71.47,2073.27,Yes
CUST07253,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.09,328.29,No
CUST07254,Male,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,543.39,No
CUST07255,Male,1,No,No,0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,65.47,64.08,No
CUST07256,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.21,608.57,No
CUST07257,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.73,243.56,No
CUST07258,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,85.5,986.09,No
CUST07259,Male,0,No,No,11,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.23,826.46,No
CUST07260,Male,1,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.3,1078.21,No
CUST07261,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,90.04,5970.76,No
CUST07262,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,87.67,Yes
CUST07263,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.01,83.04,Yes
CUST07264,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.04,1664.47,No
CUST07265,Female,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,75.29,965.37,No
CUST07266,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,73.75,1162.67,Yes
CUST07267,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),80.08,78.83,No
CUST07268,Male,0,No,Yes,29,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.2,2578.68,Yes
CUST07269,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.22,415.87,Yes
CUST07270,Female,1,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.08,198.54,No
CUST07271,Female,0,Yes,Yes,5,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),54.91,269.64,Yes
CUST07272,Female,0,No,No,58,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,51.94,2990.26,No
CUST07273,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,86.23,249.71,No
CUST07274,Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,71.2,1765.9,Yes
CUST07275,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,53.11,256.33,No
CUST07276,Male,1,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,93.81,1017.48,No
CUST07277,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.62,1325.43,No
CUST07278,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,67.05,131.55,Yes
CUST07279,Female,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.93,923.04,No
CUST07280,Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.34,1106.81,Yes
CUST07281,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,62.19,1359.64,No
CUST07282,Female,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.46,28.07,No
CUST07283,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.58,2518.14,No
CUST07284,Female,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.99,1050.5,No
CUST07285,Male,0,No,No,72,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,67.46,4722.3,No
CUST07286,Male,0,No,No,36,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),60.58,2130.77,No
CUST07287,Male,0,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,59.28,636.25,No
CUST07288,Male,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.38,1369.78,Yes
CUST07289,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,53.57,666.1,No
CUST07290,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,58.78,460.91,Yes
CUST07291,Male,1,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,83.07,1536.67,No
CUST07292,Male,0,No,No,29,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,82.76,2361.42,No
CUST07293,Female,0,No,No,20,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,53.7,1072.65,Yes
CUST07294,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.11,2681.82,No
CUST07295,Female,1,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.4,157.05,No
CUST07296,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),59.75,533.94,No
CUST07297,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.81,538.89,Yes
CUST07298,Male,1,No,No,4,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,40.37,160.36,No
CUST07299,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.37,936.71,No
CUST07300,Male,0,No,No,59,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,62.06,3490.01,No
CUST07301,Male,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,264.96,No
CUST07302,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.74,137.34,No
CUST07303,Female,0,No,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),50.06,388.31,No
CUST07304,Female,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.03,1455.39,No
CUST07305,Male,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.77,474.5,No
CUST07306,Female,1,No,Yes,15,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,59.66,850.79,Yes
CUST07307,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,47.26,281.52,No
CUST07308,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.16,174.4,No
CUST07309,Female,0,No,No,24,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.88,1186.84,Yes
CUST07310,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,86.82,1449.41,No
CUST07311,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,17.52,No
CUST07312,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),88.76,6123.01,No
CUST07313,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.34,21.82,No
CUST07314,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,17.93,No
CUST07315,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.38,1799.63,No
CUST07316,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),90.89,2161.68,No
CUST07317,Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.35,76.38,Yes
CUST07318,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.46,358.39,No
CUST07319,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.08,85.86,Yes
CUST07320,Female,1,No,Yes,64,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,47.25,2986.67,No
CUST07321,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.64,420.96,No
CUST07322,Female,0,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.42,99.5,No
CUST07323,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.99,219.51,No
CUST07324,Female,0,No,No,16,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.71,1393.42,No
CUST07325,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.2,1955.43,No
CUST07326,Male,1,Yes,Yes,35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.94,1377.08,Yes
CUST07327,Male,1,No,Yes,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),81.65,3734.13,No
